"","tweet","date","isretweet","retweeted","retweetcount","favoritecount","favorited"
"1497","Hour of Code for Kids at the Greenwood Library, 5/13, 6:30-7:30pm #netDE Rgstr: https://t.co/JnWuVf111g","2016-05-10 13:05:38","FALSE","FALSE","1","2","FALSE"
"1498","Organists Don Kinnier &amp; Tedde Gibson play our first-ever #FREE Thank You concert! May 21st, 7 pm. Doors open 6, Dickinson Theatre. #netDE","2016-05-10 13:05:26","FALSE","FALSE","0","0","FALSE"
"1499","Functional #Fashion: #UDel's Martha Hall to discuss #WearableTech. Fri. at 3 p.m. https://t.co/4oqtITFokv #UDPT #PT #netDE #HealthSciences","2016-05-10 13:05:24","FALSE","FALSE","1","0","FALSE"
"1500","Good opportunity to improve your #InfoSec knowledge. https://t.co/X5uMtXZNal #netDE #Delaware #CyberSecurity #training #improveYourself","2016-05-10 13:05:15","FALSE","FALSE","1","0","FALSE"
"1501","RT @tfurlong: Who is throwing trash up and down pretty route 52? Maybe you can help find out! #Delaware #netde @desierraclub 

https://t.co…","2016-05-10 13:04:51","TRUE","FALSE","4","0","FALSE"
"1502","TRAFFIC: Big delays on Del. 141 SB, down to one lane, and adjoining roadways #NetDE #TrafficDE https://t.co/ZVGlXD1fgQ","2016-05-10 13:04:16","FALSE","FALSE","4","1","FALSE"
"1503","""The best way to predict the future.. is to CREATE it."" @DMimaginatorium  #netde","2016-05-10 13:04:01","FALSE","FALSE","0","0","FALSE"
"1504","Plenty of #ForeignPolicy experience in #Iowa, right? https://t.co/6nuIGOvlbW RT @politico @SteveKornacki @HillaryClinton @HFA #VEEP #netde","2016-05-10 13:03:57","FALSE","FALSE","0","0","FALSE"
"1505","Do you recognize either of these men?  #netde https://t.co/rIb34RVJvc","2016-05-10 13:01:42","FALSE","FALSE","0","0","FALSE"
"1506","@zipcodewilm @AccelerateDE Launch Party! Young flee #DE for better jobs! Keep #Millenials in #WilmDE #NetDE  #INWilm https://t.co/UNtWIEtC6x","2016-05-10 13:00:11","FALSE","FALSE","1","0","FALSE"
"1507","Keene ES Spring Concert, TONIGHT (May 10), 9:45am &amp; 6:30pm, 200 LaGrange Ave, Newark 19702 #CSDpride #netde https://t.co/LL7LkZ3N0G","2016-05-10 13:00:08","FALSE","FALSE","1","1","FALSE"
"1508","@DelawareRx provides savings of up to 75% on prescription drugs at more than 50,000 pharmacy locations nationwide #chamberbenefits #netDE","2016-05-10 13:00:02","FALSE","FALSE","0","0","FALSE"
"1509","Every champion was once a contender that refused to give up. @DMimaginatorium #NetDE","2016-05-10 12:59:00","FALSE","FALSE","0","0","FALSE"
"1510","No matter the #political climate, it's still about the swing vote https://t.co/AH8RVyUn7n RT @washingtonpost @WSCL_WSDL #virginia #netde","2016-05-10 12:57:25","FALSE","FALSE","0","0","FALSE"
"1511","RT @CapeGazette: Markell: 'This is not a safe state for pedestrians' https://t.co/4kN7Mih7A3 #netde","2016-05-10 12:56:19","TRUE","FALSE","3","0","FALSE"
"1512","RT @LisaLFlowers: This is going to be fun! 
#NetDE @NASCAR #ClickItOrTicket #BuckleUpDE #NASCAR @RossChastain @MonsterMile https://t.co/yyU…","2016-05-10 12:56:09","TRUE","FALSE","3","0","FALSE"
"1513","2016 Opening Day for Riverwalk Mini Golf is next Saturday! https://t.co/aoKKyfmwza  #netde #VisitWilm https://t.co/NetEgDyKY1","2016-05-10 12:55:04","FALSE","FALSE","0","0","FALSE"
"1514","Target your passion: ""We move forward by giving back to other people."" - @RickDeadwyler #WilmYPWeek #netde","2016-05-10 12:54:44","FALSE","FALSE","0","1","FALSE"
"1515","Looking for a photographer in the delaware area?Check out my website! https://t.co/vbsrwvJGpJ #netde","2016-05-10 12:54:29","FALSE","FALSE","1","0","FALSE"
"1516","RT @dbctfx: DE-71: Red Lion Rd is closed just N of Rt 72, Wrangle Hill Rd due to an accident.  #NetDE","2016-05-10 12:53:45","TRUE","FALSE","2","0","FALSE"
"1517","#WilmYPWeek kicking off the Movers and Shakers panel with notable members of #netde community. https://t.co/IgNqLpFNrB","2016-05-10 12:53:37","FALSE","FALSE","9","13","FALSE"
"1518","RT @dbctfx: DE-71: Red Lion Rd is closed just N of Rt 72, Wrangle Hill Rd due to an accident.  #NetDE","2016-05-10 12:53:21","TRUE","FALSE","2","0","FALSE"
"1519","Every accomplishment starts with the decision to try #netde @DMimaginatorium","2016-05-10 12:53:09","FALSE","FALSE","0","1","FALSE"
"1520","Remember, the media is bias. Don't let someones thoughts sway your point of view. @DMimaginatorium #netde","2016-05-10 12:52:35","FALSE","FALSE","0","0","FALSE"
"1521","Make your dreams a reality. #netde @DMimaginatorium","2016-05-10 12:51:19","FALSE","FALSE","0","0","FALSE"
"1522","@DMimaginatorium the best thought is to follow your dreams and you believe hard enough it will come true. #netde","2016-05-10 12:50:48","FALSE","FALSE","0","0","FALSE"
"1523","RT @tfurlong: Who is throwing trash up and down pretty route 52? Maybe you can help find out! #Delaware #netde @desierraclub 

https://t.co…","2016-05-10 12:50:19","TRUE","FALSE","4","0","FALSE"
"1524","Supporting families early can help their children reach their full potential later. #netde  https://t.co/OmyhqYfl1L","2016-05-10 12:50:04","FALSE","FALSE","1","3","FALSE"
"1525","DE-71: Red Lion Rd is closed just N of Rt 72, Wrangle Hill Rd due to an accident.  #NetDE","2016-05-10 12:48:50","FALSE","FALSE","2","0","FALSE"
"1526","We should explore #participatorybudgeting in #netde @PaulBaumbach @kimwilliamsde @LWVDE @SussexLWV @delawareonline https://t.co/wT3QU7siG1","2016-05-10 12:48:37","FALSE","FALSE","0","1","FALSE"
"1527","Excited to see plans to develop creative district in Wilmington. #NetDE https://t.co/uCaVUfEOJq","2016-05-10 12:47:57","FALSE","FALSE","0","0","FALSE"
"1528","RT @dbctfx: I-95: NB is jammed approaching Harvey Rd due to an accident w/injuries.  #NetDE","2016-05-10 12:47:46","TRUE","FALSE","1","0","FALSE"
"1529","RT @dbctfx: I-95: SB JAMS from just S of the Welcome Center to Rt 896.  2 L lanes are blocked for roadwork.  #NetDE","2016-05-10 12:47:42","TRUE","FALSE","1","0","FALSE"
"1530","I-95: NB is jammed approaching Harvey Rd due to an accident w/injuries.  #NetDE","2016-05-10 12:47:12","FALSE","FALSE","1","0","FALSE"
"1531","Who is throwing trash up and down pretty route 52? Maybe you can help find out! #Delaware #netde @desierraclub 

https://t.co/0or4i11Nq0","2016-05-10 12:46:30","FALSE","FALSE","4","0","FALSE"
"1532","I-95: SB JAMS from just S of the Welcome Center to Rt 896.  2 L lanes are blocked for roadwork.  #NetDE","2016-05-10 12:46:26","FALSE","FALSE","1","0","FALSE"
"1533","RT @dbctfx: DE-1: NB JAMS from the jug handle at Tybout's Corner to just N of Rt 40 due to an accident. #NetDE","2016-05-10 12:45:37","TRUE","FALSE","1","0","FALSE"
"1534","DE-1: NB JAMS from the jug handle at Tybout's Corner to just N of Rt 40 due to an accident. #NetDE","2016-05-10 12:45:29","FALSE","FALSE","1","0","FALSE"
"1535","Do or do not, there is no try. @DMimaginatorium #netde","2016-05-10 12:43:23","FALSE","FALSE","0","0","FALSE"
"1536","""I can accept failure, everyone fails at something. But I can't accept not trying"" - Michael Jordan @DMimaginatorium #netde","2016-05-10 12:40:37","FALSE","FALSE","0","0","FALSE"
"1537","Do the things you do for tomorrow not todays satisfaction @DMimaginatorium #NetDE","2016-05-10 12:37:55","FALSE","FALSE","0","0","FALSE"
"1538","Don't miss out on an opportunity because you're scared to mess up, even if you do, at least you can say you did it. #netde @DMimaginatorium","2016-05-10 12:37:54","FALSE","FALSE","0","0","FALSE"
"1539","“Where words leave off, music begins.” 
― Heinrich Heine #netde @dmmlashbrook","2016-05-10 12:37:28","FALSE","FALSE","0","0","FALSE"
"1540","The latest in #HIE news from The First State and beyond Weds 11 am EST. #netDE #HealthDE https://t.co/E7ccJc2SSC https://t.co/L7dpA3NRAt","2016-05-10 12:32:01","FALSE","FALSE","0","0","FALSE"
"1541","Innovative family practice wins Great Dames competition.  Business Now https://t.co/siNYJ4TZDI #netde https://t.co/Wp2atwt8rm","2016-05-10 12:29:02","FALSE","FALSE","0","0","FALSE"
"1542","RT @DelawarePSC: Last week's Commission meeting is up! #subscribe #netde #opengov #socialgov https://t.co/wYBtmWI2mQ via @YouTube","2016-05-10 12:28:51","TRUE","FALSE","1","0","FALSE"
"1543","Cowgirl Creamery #seeDelaware
.
.
#delagram #netde #de365 #igdelaware #igersdelaware #middletownde #farmlife #farm … https://t.co/bMTc3RjZBz","2016-05-10 12:25:34","FALSE","FALSE","0","1","FALSE"
"1544","Last week's Commission meeting is up! #subscribe #netde #opengov #socialgov https://t.co/wYBtmWI2mQ via @YouTube","2016-05-10 12:22:29","FALSE","FALSE","1","1","FALSE"
"1545","Another look at the looming strain on the state budget #netde https://t.co/zB2XsKTxyg","2016-05-10 12:20:15","FALSE","FALSE","0","0","FALSE"
"1546","I'll be guest bartending at BBC in Greenville at 6pm sharp tonight. Stop by for the best happy hour you've ever had! #netde #SupportSpadola","2016-05-10 12:12:44","FALSE","FALSE","0","2","FALSE"
"1547","Anyone know why there are hundreds of cyclists on south route 13? #netde","2016-05-10 12:07:49","FALSE","FALSE","0","0","FALSE"
"1548","RT @CapeGazette: Markell: 'This is not a safe state for pedestrians' https://t.co/4kN7Mih7A3 #netde","2016-05-10 12:06:02","TRUE","FALSE","3","0","FALSE"
"1549","Markell: 'This is not a safe state for pedestrians' https://t.co/4kN7Mih7A3 #netde","2016-05-10 12:02:38","FALSE","FALSE","3","0","FALSE"
"1550",". It seems to me, sorry seems to be the hardest word. #famouslyric #whosangit? #comeplay #netDE","2016-05-10 12:01:22","FALSE","FALSE","0","0","FALSE"
"1551","School Board Elections TODAY (May 10), 10am-8pm, Voter Eligibility and Polling Places https://t.co/ygxoundJ6p #netde https://t.co/zlMDBfqpim","2016-05-10 12:00:03","FALSE","FALSE","0","0","FALSE"
"1552","Woman's OCD New Career - NYC Barge Grows Crops - Researchers Create Second Skin https://t.co/cgjbPZQ9Kf #threethings #887thebridge #netDE","2016-05-10 11:58:47","FALSE","FALSE","0","0","FALSE"
"1553","#netde To The Left, Hillary, To The Left - I know I’ve been saying Clinton needs to be running more to the left... https://t.co/sIxIlmiSQG","2016-05-10 11:46:32","FALSE","FALSE","0","0","FALSE"
"1554","RT @ChildrensBeachH: Vote #RehobothBeach for America's Best Boardwalk! https://t.co/z1heS0hC0O #netde https://t.co/WXcSHcQhsJ","2016-05-10 11:39:40","TRUE","FALSE","2","0","FALSE"
"1555","RT @technicallyDE: Check out this event at @1313Innovation with @ktchco https://t.co/4fJidtiAie #netDE","2016-05-10 11:39:30","TRUE","FALSE","6","0","FALSE"
"1556","RT @NCCDE: Our #farmersmarkets open this week! Woohoooo!! #netDE @LiveDelaware https://t.co/cJBbVFuccK https://t.co/DlwfZTmev2","2016-05-10 11:38:49","TRUE","FALSE","1","0","FALSE"
"1557","#netde https://t.co/f9Lg5Dc8T5","2016-05-10 11:36:18","FALSE","FALSE","0","0","FALSE"
"1558","RT @technicallyDE: Check out this event at @1313Innovation with @ktchco https://t.co/4fJidtiAie #netDE","2016-05-10 11:33:22","TRUE","FALSE","6","0","FALSE"
"1559","RT @dbctfx: DE-141: SB is JAMMED and CRAWLING from just S of Boxwood Rd to I-95.  The L lane is blocked for construction. #NetDE","2016-05-10 11:16:51","TRUE","FALSE","1","0","FALSE"
"1560","DE-141: SB is JAMMED and CRAWLING from just S of Boxwood Rd to I-95.  The L lane is blocked for construction. #NetDE","2016-05-10 11:14:35","FALSE","FALSE","1","0","FALSE"
"1561","RT @CapeGazette: Cape voters to select new school board members https://t.co/8AZghf7lVl #netde","2016-05-10 11:10:23","TRUE","FALSE","2","0","FALSE"
"1562","Cape voters to select new school board members https://t.co/8AZghf7lVl #netde","2016-05-10 11:09:09","FALSE","FALSE","2","0","FALSE"
"1563","RT @JasonZerbey: The @tuttletwins and the Food Truck Fiasco by @cboyack: https://t.co/lQf85iPKVe @ThomasEWoods @RollingRevDE #netde https:/…","2016-05-10 11:04:37","TRUE","FALSE","1","0","FALSE"
"1564","Sign up for #edcampldrDE &amp; be part of an international unconference! https://t.co/UH6QuBFp7l #delachat #netde","2016-05-10 11:01:58","FALSE","FALSE","0","1","FALSE"
"1565","Check out this event at @1313Innovation with @ktchco https://t.co/4fJidtiAie #netDE","2016-05-10 11:01:50","FALSE","FALSE","6","5","FALSE"
"1566","The @tuttletwins and the Food Truck Fiasco by @cboyack: https://t.co/lQf85iPKVe @ThomasEWoods @RollingRevDE #netde https://t.co/t8Qa7TsaOQ","2016-05-10 11:01:05","FALSE","FALSE","1","0","FALSE"
"1567","RT @delawareliberal: #netde Christina School District Board Elections - I was asked in a comment on another post to weigh in on the ... htt…","2016-05-10 10:58:58","TRUE","FALSE","2","0","FALSE"
"1568","Vote #RehobothBeach for America's Best Boardwalk! https://t.co/z1heS0hC0O #netde https://t.co/WXcSHcQhsJ","2016-05-10 10:55:14","FALSE","FALSE","2","3","FALSE"
"1569","#netde Tuesday Daily Delawhere [5.10.16] - From Mike Mahaffie on Flickr. https://t.co/k2CZnhqQP5","2016-05-10 10:46:26","FALSE","FALSE","0","0","FALSE"
"1570","Voting today for Cape School Board!  Polls open 10am-8pm at Cape, Mariner &amp; Rehoboth Elementary.  @cape_sd @CapeGazette @CHHSAlumni #NetDe","2016-05-10 10:34:19","FALSE","FALSE","0","2","FALSE"
"1571","RT @dbctfx: DE-3: Marsh Rd at Carr Rd, report of an accident w/injuries. #NetDE","2016-05-10 10:30:02","TRUE","FALSE","1","0","FALSE"
"1572","DE-3: Marsh Rd at Carr Rd, report of an accident w/injuries. #NetDE","2016-05-10 10:29:09","FALSE","FALSE","1","0","FALSE"
"1573","Council approves rezonings for senior apartments https://t.co/Od95aiqldm #netde","2016-05-10 10:14:07","FALSE","FALSE","1","0","FALSE"
"1574","RT @CapeGazette: EDITORIAL » Deny upzoning and purchase Dorman tract instead https://t.co/g1ghzEc8yH #netde","2016-05-10 10:08:43","TRUE","FALSE","1","0","FALSE"
"1575","EDITORIAL » Deny upzoning and purchase Dorman tract instead https://t.co/g1ghzEc8yH #netde","2016-05-10 10:05:06","FALSE","FALSE","1","1","FALSE"
"1576","RT @WDEL: Charges announced in death of student at #Wilmington's Howard High https://t.co/hw6Z0PWxgy #RIPAmy #NetDE https://t.co/v1NC8sTXvD","2016-05-10 09:21:06","TRUE","FALSE","7","0","FALSE"
"1577","Can Trump #Trump Demography? NEW @HLCpodcast https://t.co/k5WSetmyBl #ctpolitcs #tpp #politicsDE #netDE #DCision14 #sayfie #podcast #hillary","2016-05-10 09:20:14","FALSE","FALSE","0","0","FALSE"
"1578","RT @CapeGazette: Sussex Cyclists’ 12th annual Ride of Silence May 18 https://t.co/JvCVz2aHlj #netde","2016-05-10 08:45:00","TRUE","FALSE","2","0","FALSE"
"1579","Sussex Cyclists’ 12th annual Ride of Silence May 18 https://t.co/JvCVz2aHlj #netde","2016-05-10 08:40:07","FALSE","FALSE","2","0","FALSE"
"1580","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 05:05:12","TRUE","FALSE","39","0","FALSE"
"1581","RT @acherry13: .@DE_DOJ says they'll seek to charge Carr as an adult in the murder of Amy Joyner-Francis. She faces 8 years. #ripamy #NetDE","2016-05-10 05:05:07","TRUE","FALSE","4","0","FALSE"
"1582","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 05:05:00","TRUE","FALSE","56","0","FALSE"
"1583","RT @zipcodewilm: Why Veterans Are Good Fit For Tech Jobs #nptech #WhyJavaMatters #netDE #inwilm

https://t.co/DZ5UXNmKpH https://t.co/bHVrB…","2016-05-10 04:54:17","TRUE","FALSE","4","0","FALSE"
"1584","#netde Christina School District Board Elections - I was asked in a comment on another post to weigh in on the ... https://t.co/EY1OK1x1iE","2016-05-10 04:45:56","FALSE","FALSE","2","1","FALSE"
"1585","Come on out to support CTCers Adam Wahlberg, Kerry Kristine McElrone, and Joe Trainor on May 21st! #netde #inwilm... https://t.co/Orjoa344mC","2016-05-10 03:55:28","FALSE","FALSE","0","0","FALSE"
"1586","RT @zipcodewilm: Why a #CodingBootcamp will help you find a job in Wilmington #netDE #inWilm 

https://t.co/tdMGG5nf3G https://t.co/eBhhI1X…","2016-05-10 03:55:18","TRUE","FALSE","2","0","FALSE"
"1587","Why a #CodingBootcamp will help you find a job in Wilmington #netDE #inWilm 

https://t.co/tdMGG5nf3G https://t.co/eBhhI1XsQX","2016-05-10 03:54:01","FALSE","FALSE","2","4","FALSE"
"1588","Check out #Delaware Hip-Hop artist ,John Tanner - #NWO https://t.co/TVA3VJ8VeL #WilmDE #NetDE","2016-05-10 03:30:25","FALSE","FALSE","0","0","FALSE"
"1589","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 03:29:11","TRUE","FALSE","39","0","FALSE"
"1590","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 03:28:04","TRUE","FALSE","56","0","FALSE"
"1591","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 03:27:38","TRUE","FALSE","56","0","FALSE"
"1592","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 03:26:29","TRUE","FALSE","56","0","FALSE"
"1593","Circles of Understanding: Ghana. Join #PTPDE May 14 at 2:00 for program on Ghana.  Kirkwood Library, Newark #netDE https://t.co/ACmJK6OdzL","2016-05-10 03:03:09","FALSE","FALSE","0","0","FALSE"
"1594","RT @clementc26: Fantastic to see @GovernorMarkell at  the 2016 Superstars in Education Event! We appreciate your leadership! #netDE https:/…","2016-05-10 03:02:32","TRUE","FALSE","3","0","FALSE"
"1595","RT @whyyfirst: State of Play: Politics https://t.co/2VWvjfI4fC #netDE","2016-05-10 02:50:07","FALSE","FALSE","0","0","FALSE"
"1596","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 02:48:18","TRUE","FALSE","39","0","FALSE"
"1597","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 02:48:14","TRUE","FALSE","56","0","FALSE"
"1598","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 02:46:21","TRUE","FALSE","39","0","FALSE"
"1599","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 02:46:19","TRUE","FALSE","56","0","FALSE"
"1600","RT @MarkEichmann: Three teens charged in Howard High death. Amy Joyner Francis died from sudden cardiac problem caused by fight #netDE http…","2016-05-10 02:43:46","TRUE","FALSE","1","0","FALSE"
"1601","RT @NDelaWHEREHapp: Celebrating Impact! Movers &amp; Shakers #Delaware Awards Pix @Sugarhill5 https://t.co/Q1YYDo9xW0 #netde #MovershakersDE ht…","2016-05-10 02:42:52","TRUE","FALSE","3","0","FALSE"
"1602","RT @clementc26: Fantastic to see @GovernorMarkell at  the 2016 Superstars in Education Event! We appreciate your leadership! #netDE https:/…","2016-05-10 02:41:35","TRUE","FALSE","3","0","FALSE"
"1603","RT @jggeo: Thanks @CityOfDoverDE for supporting our @CSDDoverHigh students #netde #shouldabeenasenator https://t.co/nuXEPdnFqj","2016-05-10 02:39:19","TRUE","FALSE","4","0","FALSE"
"1604","Please join DHIN for our next #HIE Town Hall meeting. Weds 11 am EST. #netDE #HealthDE https://t.co/E7ccJc2SSC https://t.co/ABS2weNBPz","2016-05-10 02:31:01","FALSE","FALSE","0","0","FALSE"
"1605","RT @zipcodewilm: Why Veterans Are Good Fit For Tech Jobs #nptech #WhyJavaMatters #netDE #inwilm

https://t.co/DZ5UXNmKpH https://t.co/bHVrB…","2016-05-10 02:30:58","TRUE","FALSE","4","0","FALSE"
"1606","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 02:27:39","TRUE","FALSE","39","0","FALSE"
"1607","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 02:27:37","TRUE","FALSE","56","0","FALSE"
"1608","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 02:18:57","TRUE","FALSE","39","0","FALSE"
"1609","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 02:18:48","TRUE","FALSE","56","0","FALSE"
"1610","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 02:02:35","TRUE","FALSE","56","0","FALSE"
"1611","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 02:02:34","TRUE","FALSE","39","0","FALSE"
"1612","RT @delawareonline: Delaware Department of Justice determining charges in death of Howard student Amy Joyner-Francis. https://t.co/ojUuTjkO…","2016-05-10 01:59:49","TRUE","FALSE","91","0","FALSE"
"1613","RT @GovernorMarkell: Always enjoy Superstars in Ed event. Educators/business/govt applauding grt work in #netDE schools @DEStateChamber htt…","2016-05-10 01:59:37","TRUE","FALSE","11","0","FALSE"
"1614","RT @acherry13: #BREAKING: 3 Howard HS students charged in murder of Amy Joyner-Francis' death. #NetDE #RIPamy","2016-05-10 01:59:22","TRUE","FALSE","38","0","FALSE"
"1615","Why Veterans Are Good Fit For Tech Jobs #nptech #WhyJavaMatters #netDE #inwilm

https://t.co/DZ5UXNmKpH https://t.co/bHVrBvVhrs","2016-05-10 01:52:06","FALSE","FALSE","4","1","FALSE"
"1616","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 01:51:59","TRUE","FALSE","39","0","FALSE"
"1617","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 01:51:55","TRUE","FALSE","56","0","FALSE"
"1618","RT @CityofNewarkDE: Council is now discussing a survey request from Newark Country Club. #NewarkDE #netDE https://t.co/EgH7sa5YJo","2016-05-10 01:44:56","TRUE","FALSE","1","0","FALSE"
"1619","RT @DougTimm34: Congrats @mikeleague and Indian River School District for DE Chamber of Commerce Super Star Award! #delachat #edude #netde","2016-05-10 01:44:46","TRUE","FALSE","1","0","FALSE"
"1620","RT @jggeo: .@CSDDoverHigh Drumline for @CityOfDoverDE @MarchofDimes #sensoryoverload #shouldabeenasenator #netde #delachat https://t.co/osS…","2016-05-10 01:43:34","TRUE","FALSE","12","0","FALSE"
"1621","Check out #Delaware Hip-Hop artist, John Tanner - Wanted (Directed by Jake Najera) https://t.co/es3OBm3YHs #NetDE","2016-05-10 01:30:31","FALSE","FALSE","0","0","FALSE"
"1622","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 01:30:15","TRUE","FALSE","39","0","FALSE"
"1623","RT @abbeysmithTV: Motorcycle safety is a two-way street. #netde #netmd #MotorcycleSafetyAwarenessMonth
STORY: https://t.co/Vm0jzcYqmG https…","2016-05-10 01:19:28","TRUE","FALSE","2","0","FALSE"
"1624","Motorcycle safety is a two-way street. #netde #netmd #MotorcycleSafetyAwarenessMonth
STORY: https://t.co/Vm0jzcYqmG https://t.co/keXdayTbAN","2016-05-10 01:18:28","FALSE","FALSE","2","0","FALSE"
"1625","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 01:16:28","TRUE","FALSE","39","0","FALSE"
"1626","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 01:16:25","TRUE","FALSE","56","0","FALSE"
"1627","RT @GovernorMarkell: Always enjoy Superstars in Ed event. Educators/business/govt applauding grt work in #netDE schools @DEStateChamber htt…","2016-05-10 01:09:13","TRUE","FALSE","11","0","FALSE"
"1628","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 00:51:07","TRUE","FALSE","56","0","FALSE"
"1629","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 00:48:13","TRUE","FALSE","39","0","FALSE"
"1630","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 00:48:09","TRUE","FALSE","56","0","FALSE"
"1631","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 00:47:56","TRUE","FALSE","39","0","FALSE"
"1632","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 00:47:49","TRUE","FALSE","56","0","FALSE"
"1633","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 00:43:56","TRUE","FALSE","56","0","FALSE"
"1634","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 00:43:53","TRUE","FALSE","39","0","FALSE"
"1635","RT @acherry13: 2 other girls, Zion Snow &amp; Chakeira Wright, charged w/ conspiracy. DOJ says they did NOT strike Amy Joyner-Francis. #NetDE #…","2016-05-10 00:41:23","TRUE","FALSE","39","0","FALSE"
"1636","RT @acherry13: Howard HS student Trinity Carr, 16, charged w/ criminally negligent homicide. DOJ says she actually hit Amy Joyner-Francis.…","2016-05-10 00:41:22","TRUE","FALSE","56","0","FALSE"
